"id","url","supermarket","zip_code","category","name","description","trademark","trademark_propietary_flag","price","reference_price","reference_unit","offer_flag","offer_price","offer_type","insert_date"
25858042,https://www.carrefour.es/supermercado/carne-de-mejillon-cocido-80-120-carrefour-400-g/R-522714764/p,carrefour.es,"28020",congelados|rebozados_y_platos_preparados|mariscos_congelados,Carne de Mejillon cocido 80/120 Carrefour 400 g.,,carrefour,true,3.55,8.87,kg,,,,2023-03-15 00:00:00.000
25867028,https://tienda.mercadona.es/product/14133/barritas-galleta-chips-ahoy-lu-caja,mercadona.es,"28020",cereales_y_galletas|galletas,Barritas de galleta Chips Ahoy,Caja,otras marcas,false,1.15,8.215,kg,false,,,2023-03-15 00:00:00.000
25863641,https://www.dia.es/compra-online/congelados/precocinados/p/275223,dia.es,"28020",congelados|precocinados,DIA AL PUNTO lasaña boloñesa bandeja 300 gr,,dia,true,1.39,4.63,kg,,,,2023-03-15 00:00:00.000
25859566,https://www.carrefour.es/supermercado/ambientador-un-toque-marine-recambio-glade-by-brise-2-ud/R-521028633/p,carrefour.es,"28020",limpieza_y_hogar|ambientadores|un_toque,Ambientador un toque Marine recambio Glade by brise 2 ud.,,otras marcas,false,6.79,6.79,ud,,,,2023-03-15 00:00:00.000
25867416,https://tienda.mercadona.es/product/86600/canelones-carne-con-bechamel-hacendado-ultracongelados-caja,mercadona.es,"28020",congelados|arroz_y_pasta,Canelones de carne con bechamel Hacendado ultracongelados,Caja,hacendado,true,3.5,5.834,kg,false,,,2023-03-15 00:00:00.000
25864132,https://www.dia.es/compra-online/cuidado-personal/bano-e-higiene-personal/desodorantes/p/234741,dia.es,"28020",cuidado_personal|bano_e_higiene_personal|desodorantes,TULIPAN NEGRO Men desodorante sport barra 75 ml,,tulipan negro m,false,2.4,32.0,l,,,,2023-03-15 00:00:00.000
25859637,https://www.carrefour.es/supermercado/pack-sistema-de-filtracion-para-grifo-brita-on-tap-con-1-filtro/R-fprod1400006/p,carrefour.es,"28020",limpieza_y_hogar|menaje|jarras_y_filtros_de_agua,Pack Sistema de Filtración para Grifo BRITA On Tap con 1 Filtro,,otras marcas,false,59.9,59.9,ud,,,,2023-03-15 00:00:00.000
25864896,https://www.dia.es/compra-online/cuidado-del-hogar/cuidado-de-la-ropa/p/282715,dia.es,"28020",cuidado_del_hogar|cuidado_de_la_ropa,VANISH Oxi action quitamanchas en spray 750 ml,,vanish o,false,4.99,6.65,l,,,,2023-03-15 00:00:00.000
25864127,https://www.dia.es/compra-online/cuidado-personal/bano-e-higiene-personal/desodorantes/p/151723,dia.es,"28020",cuidado_personal|bano_e_higiene_personal|desodorantes,PALMOLIVE NB desodorante tacto puro roll on 50 ml,,palmolive nb,false,2.19,43.8,l,,,,2023-03-15 00:00:00.000
25869892,https://tienda.mercadona.es/product/81241.1/lubina-limpia-con-cabeza-pieza,mercadona.es,"28020",marisco_y_pescado|pescado_fresco,Lubina limpia con cabeza,Pieza,otras marcas,false,3.91,8.5,kg,false,,,2023-03-15 00:00:00.000
25868504,https://tienda.mercadona.es/product/42321/laca-unas-alto-brillo-deliplus-39-dulce-fresa,mercadona.es,"28020",cuidado_facial_y_corporal|manicura_y_pedicura,Laca de uñas alto brillo Deliplus 39 dulce fresa,,deliplus,true,2.5,22.728,"100ml",false,,,2023-03-15 00:00:00.000
25859573,https://www.carrefour.es/supermercado/plantillas-desodorante-de-carbon-activado-1-par/R-prod62979/p,carrefour.es,"28020",limpieza_y_hogar|calzado|plantillas_de_calzado,Plantillas desodorante de Carbón Activado 1 par.,,otras marcas,false,1.06,0.53,ud,,,,2023-03-15 00:00:00.000
25861559,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cafe/p/129910,dia.es,"28020",despensa|desayunos_y_dulces|cafe,DOLCE GUSTO café con leche 18 cápsulas caja 180 gr,,dolce gusto,false,4.95,0.31,ud,,,,2023-03-15 00:00:00.000
25867008,https://tienda.mercadona.es/product/14324/galletas-tostadas-hacendado-paquete,mercadona.es,"28020",cereales_y_galletas|galletas,Galletas tostadas Hacendado,Paquete,hacendado,true,1.7,2.125,kg,false,,,2023-03-15 00:00:00.000
25862490,https://www.dia.es/compra-online/despensa/salsas/tomate/p/78731,dia.es,"28020",despensa|salsas|tomate,SOLIS tomate frito envase 350 gr,,solis,false,0.85,2.43,kg,,,,2023-03-15 00:00:00.000
25863660,https://www.dia.es/compra-online/congelados/pizzas-bases-y-masas/p/25978,dia.es,"28020",congelados|pizzas_bases_y_masas,DR OETKER pannini barbacoa caja 250 gr,,dr oetker,false,3.45,13.8,kg,,,,2023-03-15 00:00:00.000
25860036,https://www.carrefour.es/supermercado/pack-chupetes-anatomicos-suavinex-latex-2-uds/R-590511898/p,carrefour.es,"28020",parafarmacia|bebe|puericultura,Pack Chupetes Anatómicos Suavinex Látex 2 uds,,otras marcas,false,7.19,3.59,ud,,,,2023-03-15 00:00:00.000
25869395,https://tienda.mercadona.es/product/42512/sal-lavavajillas-bosque-verde-grano-paquete,mercadona.es,"28020",limpieza_y_hogar|limpieza_vajilla,Sal lavavajillas Bosque Verde en grano,Paquete,bosque verde,true,1.0,0.334,kg,false,,,2023-03-15 00:00:00.000
25866502,https://tienda.mercadona.es/product/22079/manzanilla-finca-hermanillas-do-sanlucar-barrameda-botella,mercadona.es,"28020",bodega|vino_blanco,Manzanilla Finca las Hermanillas D.O Sanlúcar de Barrameda,Botella,otras marcas,false,3.85,5.134,l,false,,,2023-03-15 00:00:00.000
25859253,https://www.carrefour.es/supermercado/gel-wc-desincrustante-flor-de-cerezo-carrefour-expert-1-l/R-VC4AECOMM-412306/p,carrefour.es,"28020",limpieza_y_hogar|productos_para_bano|wc,Gel WC desincrustante flor de cerezo Carrefour Expert 1 l.,,carrefour,true,1.05,1.05,l,,,,2023-03-15 00:00:00.000
25864466,https://www.dia.es/compra-online/cuidado-personal/cuidado-corporal/crema-facial/p/74948,dia.es,"28020",cuidado_personal|cuidado_corporal|crema_facial,L'OREAL Men expert crema facial hydra 5 acciones dosificador 50 ml,,,,7.99,159.8,l,,,,2023-03-15 00:00:00.000
25857230,https://www.carrefour.es/supermercado/caldo-de-pollo-carrefour-sin-gluten-pack-de-4-briks-de-1-l/R-prod700433/p,carrefour.es,"28020",la_despensa|conservas_sopas_y_precocinados|caldos_sopas_y_pure,Caldo de pollo Carrefour sin gluten pack de 4 briks de 1 l.,,carrefour,true,3.15,0.79,l,,,,2023-03-15 00:00:00.000
25862487,https://www.dia.es/compra-online/despensa/salsas/tomate/p/119817,dia.es,"28020",despensa|salsas|tomate,SOLIS tomate frito con aceite de oliva frasco 360 gr,,solis,false,1.79,4.97,kg,,,,2023-03-15 00:00:00.000
25865691,https://tienda.mercadona.es/product/27801/refresco-limon-nestea-lata,mercadona.es,"28020",agua_y_refrescos|refresco_de_te_y_sin_gas,Refresco al limón Nestea,Lata,otras marcas,false,0.8,2.425,l,false,,,2023-03-15 00:00:00.000
25865083,https://www.dia.es/compra-online/cuidado-del-hogar-de-limpieza/hogar/p/89947,dia.es,"28020",cuidado_del_hogar|productos_de_limpieza|hogar,PRONTO limpia muebles spray 300 ml,,pronto,false,3.29,10.97,l,,,,2023-03-15 00:00:00.000
25865905,https://tienda.mercadona.es/product/6261/fideo-grueso-hacendado-paquete,mercadona.es,"28020",arroz_legumbres_y_pasta|pasta_y_fideos,Fideo grueso Hacendado,Paquete,hacendado,true,0.76,1.52,kg,false,,,2023-03-15 00:00:00.000
25868691,https://tienda.mercadona.es/product/79126/protector-solar-bruma-facial-delial-fps-50-garnier-spray,mercadona.es,"28020",cuidado_facial_y_corporal|protector_solar_y_aftersun,Protector solar bruma facial Delial FPS 50,Spray,otras marcas,false,7.9,10.534,"100ml",false,,,2023-03-15 00:00:00.000
25865525,https://tienda.mercadona.es/product/28477/agua-mineral-pequena-fondetal-mineralizacion-muy-debil-pack-6,mercadona.es,"28020",agua_y_refrescos|agua,Agua mineral pequeña Fondetal,Pack-6,otras marcas,false,1.5,0.5,l,false,,,2023-03-15 00:00:00.000
25859237,https://www.carrefour.es/supermercado/desengrasante-multiusos-perfumado-el-milagrito-1-l/R-662501681/p,carrefour.es,"28020",limpieza_y_hogar|productos_para_cocina|quitagrasas,Desengrasante multiusos perfumado El Milagrito 1 l.,,otras marcas,false,2.45,2.45,l,,,,2023-03-15 00:00:00.000
25859222,https://www.carrefour.es/supermercado/sal-para-lavavajillas-carrefour-5-kg/R-800535019/p,carrefour.es,"28020",limpieza_y_hogar|productos_para_cocina|aditivos_y_limpiamaquinas,Sal para lavavajillas Carrefour 5 kg.,,carrefour,true,1.8,0.36,kg,,,,2023-03-15 00:00:00.000
25867361,https://tienda.mercadona.es/product/51181/crema-queso-camembert-hacendado-tarrina,mercadona.es,"28020",charcuteria_y_quesos|queso_untable_y_fresco,Crema de queso Camembert Hacendado,Tarrina,hacendado,true,1.59,10.6,kg,false,,,2023-03-15 00:00:00.000
25861654,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/azucar-y-edulcorantes/p/189181,dia.es,"28020",despensa|desayunos_y_dulces|azucar_y_edulcorantes,AZUCARERA azúcar moreno integral en terrones caja 500 gr,,azucarera,false,1.79,3.58,kg,,,,2023-03-15 00:00:00.000
25866181,https://tienda.mercadona.es/product/22180/papilla-fresa-platano-8-meses-hacendado,mercadona.es,"28020",bebe|alimentacion_infantil,Papilla fresa y plátano +8 meses Hacendado,,hacendado,true,0.9,7.5,kg,false,,,2023-03-15 00:00:00.000
25859226,https://www.carrefour.es/supermercado/limpiamaquinas-finish-pack-de-2-unidades-de-250-ml/R-521010506/p,carrefour.es,"28020",limpieza_y_hogar|productos_para_cocina|aditivos_y_limpiamaquinas,Limpiamáquinas Finish pack de 2 unidades de 250 ml.,,otras marcas,false,6.79,13.58,l,,,,2023-03-15 00:00:00.000
25869279,https://tienda.mercadona.es/product/43054/lejia-perfumada-con-detergente-bosque-verde-limon-botella,mercadona.es,"28020",limpieza_y_hogar|lejia_y_liquidos_fuertes,Lejía perfumada con detergente Bosque Verde Limón,Botella,bosque verde,true,1.15,0.575,l,false,,,2023-03-15 00:00:00.000
25867481,https://tienda.mercadona.es/product/62007/preparado-paella-sopa-hacendado-ultracongelado-paquete,mercadona.es,"28020",congelados|marisco,Preparado de paella y sopa Hacendado ultracongelado,Paquete,hacendado,true,4.36,6.365,kg,false,,,2023-03-15 00:00:00.000
25859682,https://www.carrefour.es/supermercado/cola-blanca-120gr/R-fprod1280212/p,carrefour.es,"28020",limpieza_y_hogar|papeleria|pequeno_accesorio,Cola Blanca 120gr,,otras marcas,false,1.99,1.66,"100g",,,,2023-03-15 00:00:00.000
25859694,https://www.carrefour.es/supermercado/pilas-alcalinas-aa-duracell-plus-paquete-de-10/R-VC4AECOMM-478425/p,carrefour.es,"28020",limpieza_y_hogar|bazar|pilas,"Pilas Alcalinas AA Duracell Plus, paquete de 10",,otras marcas,false,9.45,9.45,ud,,,,2023-03-15 00:00:00.000
25870487,https://tienda.mercadona.es/product/80794/tabule-oriental-hacendado-tarrina,mercadona.es,"28020",pizzas_y_platos_preparados|platos_preparados_frios,Tabulé oriental Hacendado,Tarrina,hacendado,true,1.5,6.0,kg,false,,,2023-03-15 00:00:00.000
25867041,https://tienda.mercadona.es/product/14203/galletas-maria-choco-hacendado-paquete,mercadona.es,"28020",cereales_y_galletas|galletas,Galletas María choco Hacendado,Paquete,hacendado,true,1.0,3.774,kg,false,,,2023-03-15 00:00:00.000
25860671,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/quesos/p/1776,dia.es,"28020",frescos|charcuteria_y_quesos|quesos,LA VACA QUE RIE queso fundido light 16 porciones caja 250 gr,,la vaca que rie,false,2.88,11.52,kg,,,,2023-03-15 00:00:00.000
25870322,https://tienda.mercadona.es/product/82787/picatostes-fritos-con-ajo-hacendado-paquete,mercadona.es,"28020",panaderia_y_pasteleria|picos_rosquilletas_y_picatostes,Picatostes fritos con ajo Hacendado,Paquete,hacendado,true,0.85,8.5,kg,false,,,2023-03-15 00:00:00.000
25864766,https://www.dia.es/compra-online/cuidado-del-hogar/utensilios-de-limpieza/p/258749,dia.es,"28020",cuidado_del_hogar|utensilios_de_limpieza,VILEDA bayeta microfibra ultra fresh 3 uds,,vileda,false,4.69,1.56,ud,,,,2023-03-15 00:00:00.000
25870383,https://tienda.mercadona.es/product/63503/pizza-romana-hacendado-con-champinones-salteados,mercadona.es,"28020",pizzas_y_platos_preparados|pizzas,Pizza romana Hacendado con champiñones salteados,,hacendado,true,2.9,6.745,kg,false,,,2023-03-15 00:00:00.000
25862563,https://www.dia.es/compra-online/despensa/salsas/mayonesa-y-otras-salsas/p/292518,dia.es,"28020",despensa|salsas|mayonesa_y_otras_salsas,PRIMA mostaza original bote 265 gr,,prima,false,2.39,9.02,kg,,,,2023-03-15 00:00:00.000
25861145,https://www.dia.es/compra-online/despensa/lacteos-y-huevos/postres/p/76121,dia.es,"28020",despensa|lacteos_y_huevos|postres,DANONE DANET natillas de chocolate pack 4 unidades 120 gr,,danone danet,false,2.49,5.19,kg,,,,2023-03-15 00:00:00.000
25860659,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/quesos/p/207456,dia.es,"28020",frescos|charcuteria_y_quesos|quesos,DIA SELECCIÓN MUNDIAL escamas de queso parmigianno regianno DOP tarrina 80 gr,,dia,true,2.2,27.5,kg,,,,2023-03-15 00:00:00.000
25864636,https://www.dia.es/compra-online/bebe/cuidado-del-bebe/p/267618,dia.es,"28020",bebe|cuidado_del_bebe,SCHWARZKOPF champú brillo & vitalidad bote 400 ml,,schwarzkopf,false,2.39,5.98,l,,,,2023-03-15 00:00:00.000
25860994,https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/119675P6,dia.es,"28020",despensa|lacteos_y_huevos|leche,PASCUAL leche semidesnatada sin lactosa envase 1 lt PACK 6,,pascual,false,8.58,1.43,l,,,,2023-03-15 00:00:00.000
25864913,https://www.dia.es/compra-online/cuidado-del-hogar/lavavajillas/p/275403,dia.es,"28020",cuidado_del_hogar|lavavajillas,FAIRY lavavajillas mano concentrado extra higiene botella 500 ml,,fairy,false,4.99,9.98,l,,,,2023-03-15 00:00:00.000
25860180,https://www.carrefour.es/supermercado/perlas-balsamicas-sabor-clasico-juanola-sin-gluten-25-g/R-prod251065/p,carrefour.es,"28020",parafarmacia|botiquin|tos_y_garganta,Perlas balsámicas sabor clásico Juanola sin gluten 25 g.,,otras marcas,false,1.88,7.52,"100g",,,,2023-03-15 00:00:00.000
25868042,https://tienda.mercadona.es/product/44273/espuma-cabello-xtra-forte-deliplus-fijacion-4-profix-bote,mercadona.es,"28020",cuidado_del_cabello|fijacion_cabello,Espuma cabello Xtra Forte Deliplus fijación 4,Bote,deliplus,true,1.75,0.584,"100ml",false,,,2023-03-15 00:00:00.000
25860308,https://www.dia.es/compra-online/frescos/frutas/frutas-tropicales/p/237458,dia.es,"28020",frescos|frutas|frutas_tropicales,ZESPRI kiwi gold bandeja 500 gr,,zespri,false,3.29,6.58,kg,,,,2023-03-15 00:00:00.000
25862123,https://www.dia.es/compra-online/despensa/conservas/conservas-vegetales/p/232799,dia.es,"28020",despensa|conservas|conservas_vegetales,BUJANDA pimientos del piquillo rojos y verdes frasco 220 gr,,bujanda,false,1.99,9.05,kg,,,,2023-03-15 00:00:00.000
25859376,https://www.carrefour.es/supermercado/10-bolsas-de-basura-material-reciclado-carrefour-cubo-comunidad-100-l/R-prod280614/p,carrefour.es,"28020",limpieza_y_hogar|utensilios_de_limpieza|bolsas_de_basura,"10 Bolsas de Basura Material Reciclado CARREFOUR Cubo Comunidad 100 l.",,otras marcas,false,2.29,0.23,ud,,,,2023-03-15 00:00:00.000
25858097,https://www.carrefour.es/supermercado/calamar-crudo-troceado-y-limpio-de-la-india-carrefour-475-g/R-VC4AECOMM-602600/p,carrefour.es,"28020",congelados|rebozados_y_platos_preparados|pulpo_calamar_y_sepia_congelados,Calamar crudo troceado y limpio de la india Carrefour 475 g.,,carrefour,true,5.39,11.35,kg,,,,2023-03-15 00:00:00.000
25860865,https://www.dia.es/compra-online/frescos/verduras-y-hortalizas/tomates-pimientos-y-pepinos/p/110,dia.es,"28020",frescos|verduras_y_hortalizas|tomates_pimientos_y_pepinos,Tomate ensalada unidad (350 gr aprox.),,,,1.01,2.89,kg,,,,2023-03-15 00:00:00.000
25867639,https://tienda.mercadona.es/product/61280/espinacas-porciones-hacendado-ultracongelada-paquete,mercadona.es,"28020",congelados|verdura,Espinacas en porciones Hacendado ultracongelada,Paquete,hacendado,true,1.32,1.32,kg,false,,,2023-03-15 00:00:00.000
25865232,https://www.dia.es/compra-online/mascotas/perros/p/233618,dia.es,"28020",mascotas|perros,PURINA snack para perros medianos dentalife bolsa 115 gr,,purina,false,2.59,22.52,kg,,,,2023-03-15 00:00:00.000
25861804,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/chocolates-y-bombones/p/126410,dia.es,"28020",despensa|desayunos_y_dulces|chocolates_y_bombones,M&M's cacahuete 45 gr,,,,1.2,26.67,kg,,,,2023-03-15 00:00:00.000
25868512,https://tienda.mercadona.es/product/67620/laca-unas-alto-brillo-deliplus-65-gris,mercadona.es,"28020",cuidado_facial_y_corporal|manicura_y_pedicura,Laca de uñas alto brillo Deliplus 65 gris,,deliplus,true,2.5,2.5,ud,false,,,2023-03-15 00:00:00.000
25866763,https://tienda.mercadona.es/product/21243/solomillos-pollo-marinados-empanados-sin-gluten-bandeja,mercadona.es,"28020",carne|aves_y_pollo,Solomillos de pollo marinados empanados sin gluten,Bandeja,otras marcas,false,4.3,9.55,kg,false,,,2023-03-15 00:00:00.000
25860498,https://www.dia.es/compra-online/frescos/carne/vacuno/p/181288,dia.es,"28020",frescos|carne|vacuno,SELECCIÓN DE DIA Filete 1ºA de ternera (peso aprox. 425 gr),,selección de dia f,false,6.37,14.99,kg,,,,2023-03-15 00:00:00.000
25865228,https://www.dia.es/compra-online/mascotas/perros/p/288807,dia.es,"28020",mascotas|perros,PEDIGREE snack para perros dentaxtix grandes bolsa 154 gr,,pedigree,false,2.19,19.91,kg,,,,2023-03-15 00:00:00.000
25858331,https://www.carrefour.es/supermercado/ginger-beer-fever-tree-4-botellas-20-cl/R-VC4AECOMM-436819/p,carrefour.es,"28020",bebidas|refrescos|bitter_y_ginger_ale,Ginger Beer Fever-Tree 4 botellas 20 cl.,,otras marcas,false,6.15,7.69,l,,,,2023-03-15 00:00:00.000
25861306,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cereales/p/37203,dia.es,"28020",despensa|desayunos_y_dulces|cereales,DIA GRANDIA cereales muesli con frutas paquete 500 gr,,dia,true,2.65,5.3,kg,,,,2023-03-15 00:00:00.000
25867058,https://tienda.mercadona.es/product/22776/galletas-caramelo-jengibre-hacendado-paquete,mercadona.es,"28020",cereales_y_galletas|galletas,Galletas caramelo y jengibre Hacendado,Paquete,hacendado,true,1.6,2.667,kg,false,,,2023-03-15 00:00:00.000
25858176,https://www.carrefour.es/supermercado/helado-pirulo-fantasmikos-nestle-sin-gluten-15-ud/R-521035325/p,carrefour.es,"28020",congelados|helados|polos,Helado Pirulo Fantasmikos Nestlé sin gluten 15 ud.,,otras marcas,false,5.05,0.34,ud,,,,2023-03-15 00:00:00.000
25865534,https://tienda.mercadona.es/product/27291/agua-mineral-grande-lanjaron-pack-6,mercadona.es,"28020",agua_y_refrescos|agua,Agua mineral grande Lanjarón,Pack-6,otras marcas,false,4.2,0.467,l,false,,,2023-03-15 00:00:00.000
25866186,https://tienda.mercadona.es/product/22191/papilla-cuatro-frutas-con-avena-8-meses-hacendado-pack-4,mercadona.es,"28020",bebe|alimentacion_infantil,Papilla cuatro frutas con avena +8 meses Hacendado,Pack-4,hacendado,true,2.8,5.385,kg,false,,,2023-03-15 00:00:00.000
25868923,https://tienda.mercadona.es/product/69519/champinon-laminado-limpio-bandeja,mercadona.es,"28020",fruta_y_verdura|verdura,Champiñón laminado limpio,Bandeja,otras marcas,false,1.81,5.65,kg,false,,,2023-03-15 00:00:00.000
25863575,https://www.dia.es/compra-online/bodega/vino/blanco/p/275396,dia.es,"28020",bodega|vino|blanco,PAZO SERANTELLO vino blanco albariño DO Rias Baixas botella 75 cl,,pazo serantello,false,6.25,8.33,l,,,,2023-03-15 00:00:00.000
25868152,https://tienda.mercadona.es/product/47293/papel-higienico-humedo-wc-bosque-verde-con-aloe-vera-camomila-paquete,mercadona.es,"28020",cuidado_facial_y_corporal|cuidado_corporal,Papel higiénico húmedo WC Bosque Verde,Paquete,bosque verde,true,0.8,0.054,ud,false,,,2023-03-15 00:00:00.000
25859844,https://www.carrefour.es/supermercado/jabon-de-manos-con-leche-y-miel-todo-tipo-de-pieles-carrefour-500-ml/R-fprod1340005/p,carrefour.es,"28020",perfumeria_e_higiene|bano_e_higiene_corporal|jabon_de_manos,Jabón de manos con leche y miel todo tipo de pieles Carrefour 500 ml.,,carrefour,true,1.3,0.26,"100ml",,,,2023-03-15 00:00:00.000
25861624,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/mermeladas-miel-y-frutas-en-almibar/p/17255,dia.es,"28020",despensa|desayunos_y_dulces|mermeladas_miel_y_frutas_en_almibar,GRANJA SAN FRANCISCO miel de flores antigoteo bote 350 gr,,granja san francisco,false,5.55,15.86,kg,,,,2023-03-15 00:00:00.000
25861244,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/galletas/p/189843,dia.es,"28020",despensa|desayunos_y_dulces|galletas,LU PRINCIPE Maxi choc galletas rellenas de crema chocolate pack 3 x 250 gr,,lu principe m,false,5.99,7.99,kg,,,,2023-03-15 00:00:00.000
25868628,https://tienda.mercadona.es/product/13616/eau-parfum-hombre-borealia-shine-frasco,mercadona.es,"28020",cuidado_facial_y_corporal|perfume_y_colonia,Eau de parfum hombre Borealia Shine,Frasco,otras marcas,false,11.0,11.0,"100ml",false,,,2023-03-15 00:00:00.000
25862514,https://www.dia.es/compra-online/despensa/salsas/mayonesa-y-otras-salsas/p/129425,dia.es,"28020",despensa|salsas|mayonesa_y_otras_salsas,DIA SALSEO salsa césar bote 300 ml,,dia,true,1.29,4.3,l,,,,2023-03-15 00:00:00.000
25868048,https://tienda.mercadona.es/product/44313/agua-peinado-cabello-aqua-styling-deliplus-fijacion-1-profix-spray,mercadona.es,"28020",cuidado_del_cabello|fijacion_cabello,Agua de peinado cabello Aqua Styling Deliplus,Spray,deliplus,true,2.1,1.05,"100ml",false,,,2023-03-15 00:00:00.000
25868389,https://tienda.mercadona.es/product/46965/enjuague-bucal-total-action-deliplus-medio-botella,mercadona.es,"28020",cuidado_facial_y_corporal|higiene_bucal,Enjuague bucal Total Action Deliplus,Botella,deliplus,true,1.35,0.27,"100ml",false,,,2023-03-15 00:00:00.000
25870448,https://tienda.mercadona.es/product/67786/callos-madrilena-hacendado-lata,mercadona.es,"28020",pizzas_y_platos_preparados|platos_preparados_calientes,Callos a la madrileña Hacendado,Lata,hacendado,true,2.6,6.754,kg,false,,,2023-03-15 00:00:00.000
25864196,https://www.dia.es/compra-online/cuidado-personal/bano-e-higiene-personal/geles-de-duchas-y-esponjas/p/273849,dia.es,"28020",cuidado_personal|bano_e_higiene_personal|geles_de_duchas_y_esponjas,DIA IMAQE gel de ducha zero envase 1 lt,,dia,true,1.69,1.69,l,,,,2023-03-15 00:00:00.000
25861258,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/galletas/p/258932,dia.es,"28020",despensa|desayunos_y_dulces|galletas,FONTANEDA galletas digestive finas con chocolate con leche caja 170 gr,,fontaneda,false,2.45,14.41,kg,,,,2023-03-15 00:00:00.000
25868019,https://tienda.mercadona.es/product/73194/coloracion-permanente-8-121-rubio-claro-ceniza-deliplus-colorcor-caja,mercadona.es,"28020",cuidado_del_cabello|coloracion_cabello,Coloración permanente 8 1/2.1 rubio claro ceniza Deliplus,Caja,deliplus,true,3.9,3.9,ud,false,,,2023-03-15 00:00:00.000
25855979,https://www.carrefour.es/supermercado/margarina-carrefour-500-g/R-prod830327/p,carrefour.es,"28020",la_despensa|lacteos|mantequillas_y_margarinas,Margarina Carrefour 500 g.,,carrefour,true,1.5,3.0,kg,,,,2023-03-15 00:00:00.000
25858726,https://www.carrefour.es/supermercado/brandy-de-jerez-alma-de-magno-solera-gran-reserva-70-cl/R-526600484/p,carrefour.es,"28020",bebidas|alcoholes|brandy_y_conac,Brandy de Jerez Alma de Magno solera gran reserva 70 cl.,,otras marcas,false,19.05,27.21,l,,,,2023-03-15 00:00:00.000
25860246,https://www.dia.es/compra-online/despensa/aperitivos/p/125796,dia.es,"28020",despensa|aperitivos,FRIT RAVICH dátiles bandeja 500 gr,,frit ravich,false,3.29,6.58,kg,,,,2023-03-15 00:00:00.000
25857235,https://www.carrefour.es/supermercado/caldo-de-pollo-natural-gallo-sin-gluten-sin-lactosa-brik-1-l/R-VC4AECOMM-082880/p,carrefour.es,"28020",la_despensa|conservas_sopas_y_precocinados|caldos_sopas_y_pure,Caldo de pollo Natural Gallo sin gluten sin lactosa brik 1 l.,,otras marcas,false,3.39,1.69,l,,,,2023-03-15 00:00:00.000
25861992,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/240824,dia.es,"28020",despensa|desayunos_y_dulces|infusiones,HORNIMANS té classic estuche 40 bolsitas,,hornimans,false,3.35,0.08,ud,,,,2023-03-15 00:00:00.000
25862374,https://www.dia.es/compra-online/despensa/arroz-y-legumbres/legumbres/p/61787,dia.es,"28020",despensa|arroz_y_legumbres|legumbres,LA ASTURIANA judión cocido frasco 350 gr,,la asturiana,false,1.99,5.69,kg,,,,2023-03-15 00:00:00.000
25863746,https://www.dia.es/compra-online/congelados/pescado-y-marisco/p/233107,dia.es,"28020",congelados|pescado_y_marisco,DIA MARI MARINERA carne de mejillón cocido bolsa 250 gr,,dia,true,2.15,8.6,kg,,,,2023-03-15 00:00:00.000
25855466,https://www.carrefour.es/supermercado/oreja-de-cerdo-cocida-adobada-carrefour-400-g/R-VC4AECOMM-586133/p,carrefour.es,"28020",productos_frescos|platos_preparados|platos_de_carne_y_pescado,Oreja de cerdo cocida adobada Carrefour 400 g,,carrefour,true,3.0,7.5,kg,,,,2023-03-15 00:00:00.000
25862030,https://www.dia.es/compra-online/despensa/conservas/conservas-de-pescado/p/129042,dia.es,"28020",despensa|conservas|conservas_de_pescado,DIA MARI MARINERA sardinillas en aceite de girasol pack de 2 latas de 62 gr,,dia,true,1.75,14.11,kg,,,,2023-03-15 00:00:00.000
25856916,https://www.carrefour.es/supermercado/miel-de-flores-granja-san-francisco-500-g/R-prod790089/p,carrefour.es,"28020",la_despensa|dulce_y_desayuno|miel,Miel de flores Granja San Francisco 500 g.,,otras marcas,false,8.55,17.1,kg,,,,2023-03-15 00:00:00.000
25858591,https://www.carrefour.es/supermercado/zumo-de-naranja-carrefour-exprimido-con-pulpa-brik-1-l/R-521030036/p,carrefour.es,"28020",bebidas|aguas_y_zumos|zumos_refrigerados,Zumo de naranja Carrefour exprimido con pulpa brik 1 l.,,carrefour,true,1.4,1.4,l,,,,2023-03-15 00:00:00.000
25870277,https://tienda.mercadona.es/product/82070/mini-tostadas-trigo-minigrill-extra-finas-caja,mercadona.es,"28020",panaderia_y_pasteleria|pan_tostado_y_rallado,Mini tostadas de trigo Minigrill extra finas,Caja,otras marcas,false,1.4,14.0,kg,false,,,2023-03-15 00:00:00.000
25867723,https://tienda.mercadona.es/product/18613/mejillones-natural-hacendado-pequenos-13-18-piezas-lata,mercadona.es,"28020",conservas_caldos_y_cremas|berberechos_y_mejillones,Mejillones al natural Hacendado pequeños,Lata,hacendado,true,1.5,21.74,kg,false,,,2023-03-15 00:00:00.000
